,Date,Time,Username,Message,Sentiment,Time from Start
1366,2022-12-21,18:09:41,threevago,Pogggg,8,120
1648,2022-12-21,18:09:41,gems69,Pog,8,120
2519,2022-12-21,18:09:41,LMNFix,LUL,5,120
765,2022-12-21,18:09:42,ddrxxfante,thats hugeeeeeeeee,8,120
1649,2022-12-21,18:09:42,jameslinkk,Pog,8,120
3098,2022-12-21,18:09:44,OndraFifin,holy,8,120
2162,2022-12-21,18:09:45,jameslinkk,nicee,8,120
3092,2022-12-21,18:09:45,Crattisyde77,HOLY FUCKING SHIT,8,120
571,2022-12-21,18:09:47,SsimPro,VeryPog,8,120
4831,2022-12-21,18:09:49,ChuckTheStoner,420 power,8,120
3091,2022-12-21,18:09:51,ddrxxfante,HOLY FUCKKKKKKKKKK,8,121
2426,2022-12-21,18:09:52,Rozkii,MAX LEVEL,8,121
4297,2022-12-21,18:09:53,Rozkii,CMON,8,121
2150,2022-12-21,18:09:59,delirion1,niceee hitttt,8,121
2215,2022-12-21,18:10:05,jacksonjej,nice,8,121
3107,2022-12-21,18:10:08,jacksonjej,hitlets goo,8,121
1338,2022-12-21,18:10:09,SsimPro,ppOverheat,6,121
2176,2022-12-21,18:10:09,dede0099,nice Pog,8,121
5121,2022-12-21,18:10:12,NessTTaa,?ASGOASMKGOasKM ogasopgkams,1,121
1921,2022-12-21,18:10:13,OndraFifin,OMG,8,121
1986,2022-12-21,18:10:13,NessTTaa,ogmasasmgloasmgl�asmgla,1,121
263,2022-12-21,18:10:14,NessTTaa,xyvyxvmlyxv,1,121
1650,2022-12-21,18:10:14,jonathanlarda,Pog,8,121
3006,2022-12-21,18:10:14,blueBerry_suBB,HUGE,8,121
1651,2022-12-21,18:10:15,jen1sek,Pog,8,121
1346,2022-12-21,18:10:16,cassluuu,pooooooooog,8,121
1652,2022-12-21,18:10:17,milujutekamobracho1,Pog,8,121
2520,2022-12-21,18:10:17,LMNFix,LUL,5,121
2612,2022-12-21,18:10:17,jonathanlarda,lets goo,8,121
2626,2022-12-21,18:10:17,Crattisyde77,LETS FUCKING GO,8,121
4,2022-12-21,18:10:18,Rozkii,�asda,1,121
769,2022-12-21,18:10:18,Rozkii,thats amx,8,121
2163,2022-12-21,18:10:18,charlliezzz,nicee,8,121
2999,2022-12-21,18:10:18,ddrxxfante,HUGEEEEEEEEE,8,121
4628,2022-12-21,18:10:18,NessTTaa,asomgkaos,1,121
5123,2022-12-21,18:10:18,dendalegenda1,?????????????,5,121
1653,2022-12-21,18:10:19,LMNFix,Pog,8,121
2567,2022-12-21,18:10:19,gems69,letsgooo,8,121
3099,2022-12-21,18:10:19,milujutekamobracho1,HOLY,8,121
3323,2022-12-21,18:10:19,NessTTaa,gxyyv,1,121
4187,2022-12-21,18:10:19,Rozkii,dasda,1,121
1351,2022-12-21,18:10:20,charlliezzz,Pooogg,8,121
2427,2022-12-21,18:10:21,NessTTaa,MAX LEVEL,8,121
4022,2022-12-21,18:10:21,Rozkii,ELTS GOOOOOOOO,8,121
3364,2022-12-21,18:10:23,delirion1,Gool Gool Gool Gool Gool Gool,8,121
4475,2022-12-21,18:10:23,dauphinn7,Bro this is huge,8,121
1654,2022-12-21,18:10:24,nailboii,Pog,8,121
2425,2022-12-21,18:10:25,ddrxxfante,MAX LEVELLL,8,121
5279,2022-12-21,18:10:25,NessTTaa,:DDDDDDDDDDDDD,8,121
1382,2022-12-21,18:10:26,hum0rnicek,Pog Pog,8,121
3077,2022-12-21,18:10:26,threevago,Holyyy shiiiitt,8,121
2974,2022-12-21,18:10:29,OndraFifin,HUUUUUUUUGE,8,121
5122,2022-12-21,18:10:29,Strangechol,???????????????????????,5,121
3101,2022-12-21,18:10:31,canxboo,hollly molly,8,121
3613,2022-12-21,18:10:31,mariet3,GG,8,121
1655,2022-12-21,18:10:38,ImFlip_,Pog,8,121
572,2022-12-21,18:10:41,SsimPro,VeryPog,8,121
3614,2022-12-21,18:10:50,OndraFifin,GG,8,121
772,2022-12-21,18:10:52,NessTTaa,that was max,8,122
4904,2022-12-21,18:10:52,hassbuddah,12 level OMGW,8,122
2561,2022-12-21,18:10:53,NessTTaa,level,8,122
2627,2022-12-21,18:10:55,dauphinn7,Lets fucking go,8,122
2613,2022-12-21,18:10:56,anothergames1,lets goo,8,122
4846,2022-12-21,18:10:56,Crattisyde77,3.3K WIN WTF,8,122
1656,2022-12-21,18:10:58,anothergames1,Pog,8,122
3090,2022-12-21,18:10:59,dauphinn7,Holy hell,8,122
5261,2022-12-21,18:10:59,michko,!addpoints all 50,8,122
3054,2022-12-21,18:11:00,Strangechol,how was the level 4 so bad,4,122
3956,2022-12-21,18:11:01,cassluuu,ezzzzzzzzzzz,9,122
390,2022-12-21,18:11:02,Strangechol,wtf,3,122
404,2022-12-21,18:11:02,naadrewstarwatcher2023,wow,6,122
4792,2022-12-21,18:11:06,ddrxxfante,800x reallyy goooood,9,122
3969,2022-12-21,18:11:08,ddrxxfante,ez comeback,9,122
719,2022-12-21,18:11:09,threevago,This is insaneeee,9,122
3001,2022-12-21,18:11:09,blueBerry_suBB,huge bro,8,122
5043,2022-12-21,18:11:10,LMNFix,@NessTTaa Pog,8,122
4025,2022-12-21,18:11:12,NessTTaa,eah,5,122
2834,2022-12-21,18:11:15,nailboii,insane,9,122
224,2022-12-21,18:11:16,NessTTaa,yeah kinda underperormed,6,122
1657,2022-12-21,18:11:17,yusuffahri1,Pog,8,122
2705,2022-12-21,18:11:17,blueBerry_suBB,just unlucky,5,122
1713,2022-12-21,18:11:18,NessTTaa,performed,6,122
4398,2022-12-21,18:11:19,GiovanieS,cashout,5,122
4450,2022-12-21,18:11:19,NessTTaa,but ey,6,122
4006,2022-12-21,18:11:20,mariet3,ez,9,122
93,2022-12-21,18:11:21,NessTTaa,you asked for 3K,8,122
2188,2022-12-21,18:11:22,winting1,nice itt,8,122
493,2022-12-21,18:11:24,charlliezzz,what a hit broski,9,122
80,2022-12-21,18:11:25,NessTTaa,you got it OMEGALUL,8,122
4811,2022-12-21,18:11:25,Davsick,5k cashout time,9,122
1126,2022-12-21,18:11:26,threevago,Revenge from gulag shit @xeriffer,4,122
4354,2022-12-21,18:11:27,Davsick,Cinkacka,3,122
2521,2022-12-21,18:11:28,LMNFix,LUL,9,122
3346,2022-12-21,18:11:39,randysi,green time,6,122
3302,2022-12-21,18:11:40,randysi,hahahahaha,7,122
405,2022-12-21,18:11:44,kozmikto,wow,6,122
2169,2022-12-21,18:11:46,kozmikto,nice win,8,122
2658,2022-12-21,18:11:48,LMNFix,last anubis for 300? like for end,7,122
2848,2022-12-21,18:11:48,Crattisyde77,imagine hitting a green rn,6,122
2826,2022-12-21,18:12:02,yonassi,is that real,6,123
373,2022-12-21,18:12:04,yonassi,wtff,5,123
2635,2022-12-21,18:12:04,charlliezzz,lemw,4,123
4674,2022-12-21,18:12:17,LMNFix,And will be hypedrop? <3 or not today,7,123
4599,2022-12-21,18:12:27,charlliezzz,Balance Booster Xeri,7,123
4923,2022-12-21,18:12:31,charlliezzz,<3 <3 <3,9,123
4239,2022-12-21,18:12:46,SsimPro,coz you are bad at gamba,4,123
203,2022-12-21,18:12:47,SsimPro,YEP,7,123
3615,2022-12-21,18:12:48,Pata1G,gg,8,123
2713,2022-12-21,18:12:53,SsimPro,just get good then you dont loos e,5,124
4812,2022-12-21,18:12:54,SsimPro,5Head,7,124
4815,2022-12-21,18:12:54,xeriffer,5000 6000,7,124
5128,2022-12-21,18:12:54,naadrewstarwatcher2023,????,9,124
5315,2022-12-21,18:13:00,ddrxxfante,7000,8,124
2969,2022-12-21,18:13:17,blueBerry_suBB,hypedrop?,6,124
5252,2022-12-21,18:13:32,xeriffer,!discord,5,124
1082,2022-12-21,18:13:35,blueBerry_suBB,Sadge,3,124
4534,2022-12-21,18:13:38,charlliezzz,Best gambler man,9,124
5160,2022-12-21,18:13:43,xeriffer,!youtube,5,124
5159,2022-12-21,18:13:53,michko,!yt,5,125
783,2022-12-21,18:14:00,flajvii_,thanks xeri papa,8,125
4418,2022-12-21,18:14:02,SKuLLn1,BYEEE Xeri,5,125
4249,2022-12-21,18:14:05,ddrxxfante,congrulations xeriffer,9,125
1766,2022-12-21,18:14:07,Rob150__,papa [Emote Personalizado 6],5,125
785,2022-12-21,18:14:08,ddrxxfante,thanks for the stream,8,125
520,2022-12-21,18:14:11,SKuLLn1,we love u,9,125
4224,2022-12-21,18:14:11,ddrxxfante,cya <3,8,125
4419,2022-12-21,18:14:13,threevago,Byeee,5,125
4417,2022-12-21,18:14:16,gems69,byeeee xeri,7,125
1796,2022-12-21,18:14:17,NessTTaa,papa,5,125
3482,2022-12-21,18:14:17,Pata1G,go already :tf:,4,125
689,2022-12-21,18:14:19,charlliezzz,thx Xeriffer,8,125
690,2022-12-21,18:14:20,delirion1,thx xeriff papa ?,9,125
3403,2022-12-21,18:14:23,charlliezzz,good to see ya,6,125
3492,2022-12-21,18:14:24,lot_of_damage,gn [Emote Personalizado 6],8,125
271,2022-12-21,18:14:25,SsimPro,xeriTalk,6,125
1797,2022-12-21,18:14:26,adothaiming,papa,5,125
1767,2022-12-21,18:14:29,Pata1G,papa papa,5,125
5241,2022-12-21,18:14:29,adothaiming,!points,7,125
3505,2022-12-21,18:14:31,jen1sek,Gn,6,125
270,2022-12-21,18:14:32,SsimPro,xeriTalk xeriTalk,5,125
1798,2022-12-21,18:14:33,a_snowballl,papa,5,125
1799,2022-12-21,18:14:35,patisiso222,papa,5,125
1800,2022-12-21,18:14:37,Davsick,papa,5,125
1801,2022-12-21,18:14:39,canxboo,papa,5,125
272,2022-12-21,18:14:40,SsimPro,xeriTalk,5,125
1802,2022-12-21,18:14:41,dede0099,papa,5,125
1803,2022-12-21,18:14:42,hassbuddah,papa,5,125
1804,2022-12-21,18:14:43,Rozkii,papa,5,125
1805,2022-12-21,18:14:45,Rob150__,papa,5,125
1806,2022-12-21,18:14:46,sevimlikatil27,papa,5,125
4218,2022-12-21,18:14:46,Flagtarson,cyaa,6,125
4220,2022-12-21,18:14:46,nailboii,cya papa,6,125
4219,2022-12-21,18:14:50,randysi,cyaa,6,125
4505,2022-12-23,17:16:28,wild9311xd,Boenas,5,0
4254,2022-12-23,17:16:30,wild9311xd,Como andamos,5,0
2254,2022-12-23,17:16:36,TYKOJEKOK,nazdar,5,0
3137,2022-12-23,17:16:36,wild9311xd,Hi pissed!,5,0
3248,2022-12-23,17:16:40,dede0099,hello,5,0
3249,2022-12-23,17:16:42,strix_daniel,hello,5,0
1359,2022-12-23,17:16:43,michko,PogU,10,0
4024,2022-12-23,17:16:45,wild9311xd,early today?,5,0
2825,2022-12-23,17:16:47,dWolf_J,is that twisted twister xeri?,2,0
5233,2022-12-23,17:16:55,adothaiming,!points,5,0
829,2022-12-23,17:17:12,Crattisyde77,supp,5,0
283,2022-12-23,17:17:19,dWolf_J,Xeri will you give buffalo another chance? PepeLaugh,2,0
840,2022-12-23,17:17:23,havlajs66,sup,5,0
4784,2022-12-23,17:17:25,Crattisyde77,9:30am?,5,0
5289,2022-12-23,17:17:27,Crattisyde77,:D,10,0
3219,2022-12-23,17:17:29,onetake,Hello Sir,5,1
3643,2022-12-23,17:17:52,dWolf_J,Gates,5,1
4300,2022-12-23,17:17:53,dWolf_J,Clueless,2,1
83,2022-12-23,17:17:57,Crattisyde77,you eatin again?,5,1
2725,2022-12-23,17:18:02,JustBenjy26,Juicy fruits and hi @[mención directa],5,1
4733,2022-12-23,17:18:03,ricky2412,AlienPls3,5,1
4076,2022-12-23,17:18:22,michko,dream life,2,1
3700,2022-12-23,17:18:25,michko,frfr,5,1
1974,2022-12-23,17:18:26,Crattisyde77,oh so its breakfast time for you KEKW,5,1
3751,2022-12-23,17:18:29,xeriffer,fr,5,2
103,2022-12-23,17:18:30,gems69,yoooo,5,2
3199,2022-12-23,17:18:45,MichalHahh,hey,5,2
3145,2022-12-23,17:18:46,radikalnyyy,hi guys,5,2
3155,2022-12-23,17:18:56,alex12137,hi,5,2
4944,2022-12-23,17:18:56,dWolf_J,@xeriffer if we win big do we visit buffalo stack n sync for one last time? Clueless,2,2
2123,2022-12-23,17:19:24,kkashi_bk,no cam?,5,2
818,2022-12-23,17:19:29,kkashi_bk,Susge,2,3
1157,2022-12-23,17:19:35,TeddyHudy,resttH,2,3
3208,2022-12-23,17:19:38,TeddyHudy,heloooooooooo,2,3
3250,2022-12-23,17:19:40,jen1sek,Hello,5,3
841,2022-12-23,17:19:44,lot_of_damage,Sup,5,3
3251,2022-12-23,17:20:02,wampir81,hello,5,3
107,2022-12-23,17:20:05,ddrxxfante,yooo xerifferrrr,5,3
3412,2022-12-23,17:20:12,ddrxxfante,good luck bro,10,3
3922,2022-12-23,17:20:13,blueBerry_suBB,finally,5,3
119,2022-12-23,17:20:14,Crattisyde77,yoo,5,3
4370,2022-12-23,17:20:14,ddrxxfante,chill day,5,3
3156,2022-12-23,17:20:15,blueBerry_suBB,hi,5,3
4023,2022-12-23,17:20:18,kkashi_bk,Ello,5,3
663,2022-12-23,17:20:21,radikalnyyy,today mic suck please,2,3
2799,2022-12-23,17:20:52,kkashi_bk,It's like 10:50 pm,4,4
2910,2022-12-23,17:20:56,kkashi_bk,i sleep at 1,5,4
3132,2022-12-23,17:21:02,Nasty152,hi xeri,5,4
1847,2022-12-23,17:21:09,radikalnyyy,only if max win,5,4
4940,2022-12-23,17:21:11,dWolf_J,@xeriffer yk what you could try? JEJDA some play n go slots like moon princess/Rise of Olympus/24k dragon OMEGALUL,5,4
99,2022-12-23,17:21:17,hassbuddah,yooooooooo xeri,5,4
3198,2022-12-23,17:21:28,dauphinn7,Hey boys,5,5
5097,2022-12-23,17:21:45,ddrxxfante,@dauphinn7  hey bro welcome,5,5
4251,2022-12-23,17:21:48,ddrxxfante,congrats vip,8,5
5091,2022-12-23,17:21:54,dauphinn7,@ddrxxfante Hello my �z thanks,5,5
206,2022-12-23,17:21:57,dWolf_J,yeh its provider,5,5
3062,2022-12-23,17:22:01,dauphinn7,How are you Xeri,5,5
1840,2022-12-23,17:22:05,radikalnyyy,or forge of gems from Playngo spamming 5th Day xdd,5,5
4701,2022-12-23,17:22:08,AlumiiiLight,ALO,5,5
486,2022-12-23,17:22:19,dauphinn7,What is your plan for Xmas,5,5
1055,2022-12-23,17:22:26,Crattisyde77,Sadge,2,5
933,2022-12-23,17:22:29,mp3kar,so this is real sweezy with his real voice without voice changer?,5,6
3241,2022-12-23,17:22:34,AlumiiiLight,hello 3 spin max win andy,5,6
3180,2022-12-23,17:22:38,kralsakir_5031,heyoo,5,6
2891,2022-12-23,17:22:55,radikalnyyy,i will chill with my depression nehehe,2,6
2672,2022-12-23,17:22:56,TeddyHudy,KirbDance,8,6
1160,2022-12-23,17:23:07,TeddyHudy,Restock is today?,5,6
679,2022-12-23,17:23:12,dWolf_J,Time for moon princess PepeLaugh,6,6
289,2022-12-23,17:23:13,AlumiiiLight,xeri please restrain me from buying useless stuff,5,6
5106,2022-12-23,17:23:27,michko,@AlumiiiLight like what,5,6
2931,2022-12-23,17:23:37,AlumiiiLight,i just bought 7 iems,2,7
3900,2022-12-23,17:23:39,AlumiiiLight,for no reason,2,7
3232,2022-12-23,17:23:40,charlliezzz,hello everyone,5,7
2842,2022-12-23,17:23:54,AlumiiiLight,in ear monitor,5,7
4083,2022-12-23,17:24:10,radikalnyyy,double chance,5,7
5130,2022-12-23,17:24:19,Slavomiir,???,5,7
627,2022-12-23,17:24:30,AlumiiiLight,try Hot Fiesta,5,8
655,2022-12-23,17:24:59,dWolf_J,traditional schnitzel OMEGALUL,2,8
1036,2022-12-23,17:25:02,radikalnyyy,sam doma,2,8
5119,2022-12-23,17:25:03,AlumiiiLight,"""Christmas Movies""",6,8
2822,2022-12-23,17:25:08,TeddyHudy,is time,5,8
3157,2022-12-23,17:25:08,roseingrotte1,hi,5,8
421,2022-12-23,17:25:10,Crattisyde77,will you watch home alone?,6,8
1668,2022-12-23,17:25:10,TeddyHudy,pls,5,8
3519,2022-12-23,17:25:11,roseingrotte1,gl xer,2,8
3690,2022-12-23,17:25:12,TeddyHudy,fuck,1,8
3933,2022-12-23,17:25:19,ddrxxfante,fck?ng bait bonus juicy fruit,1,8
2662,2022-12-23,17:25:24,ddrxxfante,l like she knowssssssssss,8,8
3497,2022-12-23,17:25:37,iwannakissyourneck,gn all,5,9
487,2022-12-23,17:26:03,lolosia123,what is uppp,5,9
3252,2022-12-23,17:26:09,NinjaKorytnacka3D,Hello,5,9
2892,2022-12-23,17:26:18,radikalnyyy,i watch princezna ze mlejna,8,9
998,2022-12-23,17:26:25,ddrxxfante,set yourself a goal today $2000 to .......  @xeriffer,5,9
1730,2022-12-23,17:26:27,michko,pel�ky is traditiion :tf:,1,9
110,2022-12-23,17:26:34,Rozkii,yooo guys,5,10
5126,2022-12-23,17:26:45,Crattisyde77,????,1,10
5144,2022-12-23,17:26:45,milujutekamobracho1,??,1,10
997,2022-12-23,17:26:46,ddrxxfante,set yourself a goal today $2000 to ....... @xeriffer .,2,10
2323,2022-12-23,17:26:48,TeddyHudy,monkaS,4,10
5131,2022-12-23,17:26:48,dWolf_J,???,1,10
5154,2022-12-23,17:26:48,xarky,?,1,10
2992,2022-12-23,17:26:49,michko,huh,3,10
4258,2022-12-23,17:26:50,radikalnyyy,comedy,6,10
72,2022-12-23,17:26:52,Crattisyde77,you jokin?,4,10
5125,2022-12-23,17:26:52,TeddyHudy,???????,4,10
4374,2022-12-23,17:26:53,ddrxxfante,check my message @xeriffer,5,10
84,2022-12-23,17:26:57,xarky,you dont what pelisky is,2,10
2993,2022-12-23,17:26:59,xarky,HUH,4,10
5129,2022-12-23,17:27:00,NinjaKorytnacka3D,??? sweezo :,4,10
5145,2022-12-23,17:27:09,ddrxxfante,??,4,10
3158,2022-12-23,17:27:51,veritas______,hi,5,11
3498,2022-12-23,17:27:51,fez70s,gn all,2,11
485,2022-12-23,17:28:19,Rozkii,what u talkin about 50k withdraw toda,2,11
261,2022-12-23,17:28:21,Rozkii,y,5,11
3524,2022-12-23,17:28:25,jackieburkhartttt,gl mate,7,11
3140,2022-12-23,17:28:28,randysi,hi matee,5,12
3287,2022-12-23,17:28:28,jackieburkhartttt,have a nice day,5,12
4196,2022-12-23,17:28:29,Crattisyde77,damn,2,12
2956,2022-12-23,17:28:31,dWolf_J,I bet you played Apex all night long Xeri,5,12
3533,2022-12-23,17:28:31,randysi,gl gl,8,12
3123,2022-12-23,17:28:42,karamokabamba,hiii xer,5,12
3288,2022-12-23,17:28:53,karamokabamba,have a nice,5,12
3693,2022-12-23,17:28:54,strix_daniel,fruit party will pay i called it yesterday and iam calling it today,6,12
863,2022-12-23,17:28:55,karamokabamba,stream,5,12
4519,2022-12-23,17:28:56,radikalnyyy,biggerbass bonanza,7,12
3552,2022-12-23,17:28:57,jameslinkk,gl,5,12
2456,2022-12-23,17:28:59,jameslinkk,man,2,12
2598,2022-12-23,17:29:01,jameslinkk,lets goo,8,12
3424,2022-12-23,17:29:04,mechull11,good evening all,5,12
3525,2022-12-23,17:29:07,mechull11,gl mate,5,12
3214,2022-12-23,17:29:13,nailboii,hello Xeri boy,5,12
3053,2022-12-23,17:29:18,nailboii,how you doin man,5,12
537,2022-12-23,17:29:36,sakdejz,wassup @xeri,5,13
3142,2022-12-23,17:29:44,hponiko,hi guyss,5,13
3414,2022-12-23,17:29:46,hponiko,good luck,8,13
3007,2022-12-23,17:29:51,xeriffer,https://youtu.be/sWU4i5LEy0M,5,13
3008,2022-12-23,17:29:52,xeriffer,https://youtu.be/sWU4i5LEy0M,5,13
3009,2022-12-23,17:29:53,xeriffer,https://youtu.be/sWU4i5LEy0M,5,13
1121,2022-12-23,17:30:08,Crattisyde77,right neow,4,13
2229,2022-12-23,17:30:09,ddrxxfante,new video is up,4,13
2743,2022-12-23,17:30:12,Crattisyde77,JEJDA,4,13
1124,2022-12-23,17:30:20,dWolf_J,rght meow,5,13
2744,2022-12-23,17:30:20,ddrxxfante,JEJDA,4,13
4244,2022-12-23,17:30:31,dWolf_J,coomer slot,5,14
533,2022-12-23,17:30:33,dWolf_J,wdym,5,14
2529,2022-12-23,17:30:39,Crattisyde77,looks juicy imo,5,14
5275,2022-12-23,17:30:43,nailboii,:tf:,2,14
5297,2022-12-23,17:30:44,michko,:0,2,14
62,2022-12-23,17:30:48,dWolf_J,you need to clean entire screen lol,5,14
3540,2022-12-23,17:30:49,cyrsez,gl bro,5,14
3131,2022-12-23,17:31:04,MrLesk,HI xeri wish you lucky hand you should spin instead of pissed cause you have lucky hands,6,14
2528,2022-12-23,17:31:42,Crattisyde77,LOOOOOL,8,15
3993,2022-12-23,17:31:42,michko,EZ,10,15
1475,2022-12-23,17:31:45,radikalnyyy,Pog,10,15
1476,2022-12-23,17:31:48,lot_of_damage,Pog,10,15
4842,2022-12-23,17:31:50,dWolf_J,4 spins one,10,15
1477,2022-12-23,17:31:51,gems69,Pog,10,15
2639,2022-12-23,17:31:52,michko,left,10,15
4518,2022-12-23,17:31:56,dWolf_J,biggest potential,8,15
2352,2022-12-23,17:31:57,MrLesk,middle,10,15
4641,2022-12-23,17:31:57,strix_daniel,apog,10,15
2362,2022-12-23,17:31:59,Rozkii,mid,8,15
2363,2022-12-23,17:32:02,ddrxxfante,mid,8,15
636,2022-12-23,17:32:04,ddrxxfante,trust me,8,15
2525,2022-12-23,17:32:04,Crattisyde77,love always pays,8,15
2353,2022-12-23,17:32:05,strix_daniel,middle,8,15
2364,2022-12-23,17:32:05,sanka2112,mid,8,15
2949,2022-12-23,17:32:06,dauphinn7,I dont know the difference,5,15
612,2022-12-23,17:32:08,dauphinn7,tvh,5,15
788,2022-12-23,17:32:09,dauphinn7,tbh,5,15
4693,2022-12-23,17:32:13,dWolf_J,always left,6,15
2365,2022-12-23,17:32:16,charlliezzz,mid,5,15
4489,2022-12-23,17:32:23,ejwyy,bottom,5,15
3465,2022-12-23,17:32:26,nailboii,go for star,7,15
3752,2022-12-23,17:32:39,michko,fr,5,16
3753,2022-12-23,17:32:47,Rozkii,fr,5,16
2102,2022-12-23,17:32:50,dWolf_J,no shot it does this,2,16
757,2022-12-23,17:32:53,Rozkii,thats ultra bad,1,16
130,2022-12-23,17:32:56,MrLesk,yikes,1,16
333,2022-12-23,17:32:57,radikalnyyy,xdd,7,16
381,2022-12-23,17:32:58,ddrxxfante,wtf,1,16
131,2022-12-23,17:32:59,Crattisyde77,yikes,1,16
353,2022-12-23,17:32:59,belank0vic,xD,10,16
2745,2022-12-23,17:32:59,nixet32,JEJDA,8,16
2496,2022-12-23,17:33:00,LMNFix,LUL,7,16
3297,2022-12-23,17:33:00,AlumiiiLight,hahahahhahaa,8,16
4900,2022-12-23,17:33:04,ddrxxfante,13x DAMNNNN,8,16
2746,2022-12-23,17:33:07,gems69,JEJDA,8,16
2912,2022-12-23,17:33:14,dWolf_J,i saw that shit bonus for first time JEJDA @xeriffer,8,16
47,2022-12-23,17:33:18,AlumiiiLight,you tried plinko?,7,16
2599,2022-12-23,17:33:22,elonercu,lets goo,8,16
3534,2022-12-23,17:33:26,elonercu,gl gl,8,16
3189,2022-12-23,17:33:34,denomslayert,hey xerii,7,17
926,2022-12-23,17:33:35,sakdejz,some spins on WANTED? @xeri,7,17
664,2022-12-23,17:33:41,denomslayert,today max win,8,17
3321,2022-12-23,17:33:43,denomslayert,haa,7,17
3159,2022-12-23,17:33:48,seksekeri,hi,7,17
425,2022-12-23,17:33:49,MrLesk,will be today also hyperdrop or not ?,5,17
2935,2022-12-23,17:33:54,seksekeri,i hope good win,8,17
125,2022-12-23,17:34:00,strix_daniel,yo maby bj all in chellange?,5,17
4774,2022-12-23,17:34:03,sakdejz,aaah sry i missed this,1,17
49,2022-12-23,17:34:04,Crattisyde77,you sure its impossible?,8,17
2202,2022-12-23,17:34:06,MrLesk,nice,8,17
3200,2022-12-23,17:34:25,nErvaK_,Hey,7,17
2184,2022-12-23,17:34:28,ornitorenkey,nice man,8,18
5046,2022-12-23,17:34:29,ddrxxfante,@MrLesk  he will hypedrop today,8,18
3147,2022-12-23,17:34:31,ornitorenkey,hi btw,7,18
1737,2022-12-23,17:34:37,swaampyyy,peepoHey,7,18
81,2022-12-23,17:34:45,Crattisyde77,you gonna be the first then,7,18
1738,2022-12-23,17:34:53,xeriffer,peepoHey,7,18
3213,2022-12-23,17:35:04,pregisek,hello xeri man,7,18
1741,2022-12-23,17:35:08,dauphinn7,peepoArrive,7,18
4650,2022-12-23,17:35:12,LMNFix,Anubis today? Kappa and hello man,7,18
471,2022-12-23,17:35:17,sakdejz,when you go back to SK? @xeriffer,5,18
5255,2022-12-23,17:35:19,xeriffer,!bl,7,18
3124,2022-12-23,17:35:24,adas334cz,hiii,7,18
1056,2022-12-23,17:35:30,LMNFix,Sadge,2,19
3291,2022-12-23,17:35:47,ejwyy,hand of anubis best slot no cap,8,19
4651,2022-12-23,17:36:22,dWolf_J,Anubis is a good call,8,19
2994,2022-12-23,17:36:27,dWolf_J,HUH,2,19
2905,2022-12-23,17:36:28,LMNFix,i think,6,20
4925,2022-12-23,17:36:31,LMNFix,<3,8,20
745,2022-12-23,17:36:33,radikalnyyy,then muertos?,6,20
3253,2022-12-23,17:36:43,Infecteddd22,hello,7,20
169,2022-12-23,17:36:45,dWolf_J,yes,8,20
5133,2022-12-23,17:36:45,Crattisyde77,?? ?,5,20
286,2022-12-23,17:36:52,dWolf_J,Xeri the duck?,8,20
615,2022-12-23,17:36:58,sakdejz,turbo spins?,8,20
4415,2022-12-23,17:37:01,Infecteddd22,can i ask if someone know needforspin casino is legit please?,5,20
170,2022-12-23,17:37:02,kozmikto,yes,8,20
3133,2022-12-23,17:37:05,FerencDance,Hi Xeri,7,20
2185,2022-12-23,17:37:08,randysi,nice man,8,20
902,2022-12-23,17:37:23,veritas______,spongePls,5,20
5082,2022-12-23,17:37:23,jameslinkk,@Infecteddd22 hello bro,7,20
5077,2022-12-23,17:37:29,Infecteddd22,@jameslinkk hello,7,21
5081,2022-12-23,17:37:38,dWolf_J,@Infecteddd22 just play on gamdom [Emote Personalizado 9],7,21
5078,2022-12-23,17:37:39,Infecteddd22,@jameslinkk can i ask if someone know needforspin casino is legit please?,7,21
255,2022-12-23,17:37:41,ejwyy,ye,7,21
5083,2022-12-23,17:37:50,michko,@Infecteddd22 doesnt seem legit,1,21
50,2022-12-23,17:38:28,LMNFix,you suld buy it no Kappa,7,22
911,2022-12-23,17:38:34,LMNFix,sould *,6,22
2271,2022-12-23,17:38:34,ejwyy,my friend was playing slots and was down from 100 to 20 then I came to discord stream told him to buy bonuse on anubis and from 0.20 or 0.50 bet 200�,8,22
4402,2022-12-23,17:38:41,sakdejz,can you try next dog house or shield of sparta on 4-5$ bet?  @xeriffer,7,22
5080,2022-12-23,17:38:52,Infecteddd22,@Infecteddd22 why,5,22
3143,2022-12-23,17:39:07,elodogriza,hi guyss,7,22
3160,2022-12-23,17:39:14,Rob150__,hi,7,22
4656,2022-12-23,17:39:42,denomslayert,anubis,8,23
4261,2022-12-23,17:39:43,denomslayert,come onn,8,23
